id,date,store_nbr,item_nbr,unit_sales,onpromotion,year,month,day,dayofweek,weekofyear,is_weekend,quarter,is_month_start,is_month_end,season
66459247,2016-01-01,25,517615,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459248,2016-01-01,25,517903,2.0,1,2016,1,1,4,53,0,1,1,0,0
66459249,2016-01-01,25,517905,5.0,1,2016,1,1,4,53,0,1,1,0,0
66459252,2016-01-01,25,519560,2.334,1,2016,1,1,4,53,0,1,1,0,0
66459253,2016-01-01,25,521818,2.0,0,2016,1,1,4,53,0,1,1,0,0
66459254,2016-01-01,25,522383,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459255,2016-01-01,25,522721,7.0,0,2016,1,1,4,53,0,1,1,0,0
66459256,2016-01-01,25,522941,7.0,0,2016,1,1,4,53,0,1,1,0,0
66459257,2016-01-01,25,523054,2.0,0,2016,1,1,4,53,0,1,1,0,0
66459258,2016-01-01,25,525902,2.0,1,2016,1,1,4,53,0,1,1,0,0
66459259,2016-01-01,25,527757,12.0,0,2016,1,1,4,53,0,1,1,0,0
66459260,2016-01-01,25,552050,7.0,0,2016,1,1,4,53,0,1,1,0,0
66459261,2016-01-01,25,554047,8.0,0,2016,1,1,4,53,0,1,1,0,0
66459262,2016-01-01,25,554049,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459263,2016-01-01,25,554152,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459267,2016-01-01,25,557285,5.0,1,2016,1,1,4,53,0,1,1,0,0
66459269,2016-01-01,25,557420,13.0,0,2016,1,1,4,53,0,1,1,0,0
66459270,2016-01-01,25,557810,2.0,0,2016,1,1,4,53,0,1,1,0,0
66459271,2016-01-01,25,558730,9.0,0,2016,1,1,4,53,0,1,1,0,0
66459272,2016-01-01,25,559044,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459273,2016-01-01,25,559680,3.0,0,2016,1,1,4,53,0,1,1,0,0
66459275,2016-01-01,25,559872,1.0,0,2016,1,1,4,53,0,1,1,0,0
66459277,2016-01-01,25,562568,5.0,0,2016,1,1,4,53,0,1,1,0,0
66459280,2016-01-01,25,564272,15.0,0,2016,1,1,4,53,0,1,1,0,0
66459282,2016-01-01,25,564288,16.0,0,2016,1,1,4,53,0,1,1,0,0
66459283,2016-01-01,25,564533,4.0,0,2016,1,1,4,53,0,1,1,0,0
